lot_id,source_lot_id,notice_id,procedure_id,lot_title,lot_description,lot_status,estimated_value,currency_code,category_id,source_id,source_file_id,source_record_id,collected_at
lot_00298,LOT-0006,not_0121,pro_0109,"Zadanie nr 6 - Przewody oponowe elektroenergetyczne gumowe Protomont, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0006,2026-08-19
lot_00299,LOT-0007,not_0121,pro_0109,"Zadanie nr 7 - Przewody oponowe elektroenergetyczne polwinitowe, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0007,2026-08-19
lot_00300,LOT-0009,not_0121,pro_0109,"Zadanie nr 8 - Kable elektroenergetyczne, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0009,2026-08-19
lot_00301,LOT-0010,not_0121,pro_0109,"Zadanie nr 9 -Kable telekomunikacyjne, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0010,2026-08-19
lot_00302,LOT-0011,not_0121,pro_0109,"Zadanie nr 10 - Kable światłowodowe, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",clos-nw,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0011,2026-08-19
lot_00303,LOT-0012,not_0121,pro_0109,"Zadanie nr 11 - Przewody słaboprądowe, w asortymencie ujętym w wykazie stanowiącym załącznik nr 5, zgodnie z postanowieniami SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",clos-nw,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0012,2026-08-19
lot_00304,LOT-0013,not_0121,pro_0109,"Zadanie nr 12 - Przewody strzałowe, w asortymencie zgodnym z wykazem stanowiącym załącznik nr 5 do SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0013,2026-08-19
lot_00305,LOT-0014,not_0121,pro_0109,"Zadanie nr 13 - Przewody spawalnicze, w asortymencie zgodnym z wykazem stanowiącym załącznik nr 5 do SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",selec-w,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0014,2026-08-19
lot_00306,LOT-0015,not_0121,pro_0109,"Zadanie nr 14 - Kable i przewody specjalne, w asortymencie zgodnym z wykazem stanowiącym załącznik nr 5 do SWZ.","1. Przedmiotem zamówienia jest dostawa kabli i przewodów elektroenergetycznych niskiego i średniego napięcia oraz kabli sygnalizacyjnych i teletechnicznych do zastosowania w zakładzie górniczym na powierzchni i w wyrobiskach podziemnych w pomieszczeniach ze stopniem „a”, „b” i ,,c” niebezpieczeństwa wybuchu metanu oraz klasy „A” i „B” zagrożenia wybuchem pyłu węglowego”– zgodnie z postanowieniami SWZ. 2. Szczegółowy opis przedmiotu zamówienia zawiera Część III SWZ Opis Przedmiotu Zamówienia. 3. Przedmiotowe zamówienie jest zamówieniem sektorowym w rozumieniu art. 7 pkt 35) ustawy Pzp.",clos-nw,,,cat_0105,src_ted_opendata,file_ted_0121,lot:LOT-0015,2026-08-19
lot_00307,LOT-0001,not_0122,pro_0110,"Рекламни материали за целите и нуждите на Звено „Център за младежки дейности“ – гр. Враца, съгласно списъка по чл. 12, ал. 1, т. 1 от Закона за обществените поръчки","Обособена позиция № 2 – „Рекламни материали за целите и нуждите на Звено „Център за младежки дейности“ – гр. Враца, съгласно списъка по чл. 12, ал. 1, т. 1 от Закона за обществените поръчки“ с предмет и обем, както следва: Брошури на български език - 500 бр. Брошури на английски език - 500 бр. Кръгли стикери - 1000 бр. Дамска тениска - 200 бр. Мъжка тениска - 200 бр. Суитшърти - 200 бр. Офис комплект с тефтер - 500 бр. На основание чл. 80 от ППЗОП, във връзка с чл. 12 от ЗОП, Възложителят запазва настоящата обособена позиция за участие на специализирани предприятия или кооперации на хора с увреждания във връзка със Списъка на стоките и услугите по чл. 12, ал. 1, т. 1 от ЗОП. Когато са подадени оферти, както от лица, за които поръчката е запазена, така и от други лица, първо се разглеждат офертите на лицата, за които позицията е запазена. Офертите на останалите лица се разглежда само ако няма допуснати оферти на лица, за които поръчката е запазена. !!! Прогнозната стойност за всяка от обособените позиции е крайна и предложенията за обща цена на участниците не може да я надвишават. Участник, чието предложение надхвърля прогнозната стойност ще бъде отстранен от участие в процедурата. Забележка. На основание чл. 104, ал. 2 от ЗОП председателят на комисията декриптира офертите и отваря ценовите предложения заедно с документите по чл. 39, ал. 2 и ал. 3, т. 1 от ППЗОП. Действията на комисията по разглеждане, оценка и класиране на офертите ще се извърши по реда на чл. 61, ал. 1, изречение първо, и ал. 2, 3 и 4 от ППЗОП.",selec-w,23637.22,BGN,cat_0106,src_ted_opendata,file_ted_0122,lot:LOT-0001,2026-08-19
lot_00308,LOT-0005,not_0123,pro_0111,Nákup mediálneho priestoru - online,"Predmetom zákaziek zadávaných v rámci tejto kategórie zriadeného dynamického nákupného systému bude na základe aktuálnych potrieb verejného obstarávateľa nákup mediálneho priestoru v online prostredí: najmä display reklama, rôzne formáty statických a dynamických bannerov, video bannerov, full branding stránok napríklad na sme.sk, seznam.cz a podobne, sociálnych médií (FB, Twitter a i.), Google Ads, SEO, podcastov (Spotify, Google, Apple podcast a i.) a iné online formáty v rámci SR v krajinách EU a v mimoeurópskych krajinách.",selec-w,4580000,EUR,cat_0107,src_ted_opendata,file_ted_0123,lot:LOT-0005,2026-08-19
lot_00309,LOT-0001,not_0124,pro_0112,Pakiet 1,"1 Szanty wieńcowe - rozmiary: 1,5mm-1,75mm-2,0mm-2,25mm-2,5mm szt. 200",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0001,2026-08-19
lot_00310,LOT-0002,not_0124,pro_0112,Pakiet 2,1 Cewnik do drenażu klatki piersiowej prosty szt. 1800 2 Cewnik do drenażu klatki piersiowej zagięty szt. 1800 3 Łącznik typu Y. szt. 3000,selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0002,2026-08-19
lot_00311,LOT-0003,not_0124,pro_0112,Pakiet 3,"1 Prowadnik o nitinolowym rdzeniu pokrytym polimerową powłoką hydrofilną. szt. 300 2 Światło wewnętrzne dla 6F 1.42mm /.056”/, dla 5F lewy 1.19mm /.047”/, 5F prawy 1.14mm /.045”/ (dwie różne średnice przy 5F do prawej i lewej tętnicy: większy przepływ do LCA i lepsze podparcie do RCA) szt. 500",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0003,2026-08-19
lot_00312,LOT-0004,not_0124,pro_0112,Pakiet 4,"1 Cewnik balonowy wysokociśnieniowy do walwuloplastyki,szt. 50",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0004,2026-08-19
lot_00313,LOT-0005,not_0124,pro_0112,Pakiet 5,"1 Inflator z plastikową igłą tępą: zest. 120 2 Inflator:nie zawiera latexu, zest. 120",clos-nw,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0005,2026-08-19
lot_00314,LOT-0006,not_0124,pro_0112,Pakiet 6,"Matryca kolagenowa z klejem do tkanek (fibrynogen 5,5mg ; trombina 2,0 j.m) 1 Opakowanie z 1 matrycą 3,0 cm x 2,5 cm szt. 100 2 Opakowanie z 2 matrycami 4,8 cm x 4,8 cm szt. 100 3 Opakowanie z 1 matrycą 9,5 cm x 4,8 cm szt. 120",clos-nw,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0006,2026-08-19
lot_00315,LOT-0007,not_0124,pro_0112,Pakiet 7,"1 Klej tkankowy op a 5 szt. 10 2 Aplikator z elastyczną końcówką przedłużającą o długości 20 cm, op a 4 szt. 5",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0007,2026-08-19
lot_00316,LOT-0008,not_0124,pro_0112,Pakiet 8,"1 Siateczka homeostatyczna (rozmiar 5cm x 7,5cm) szt. 900",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0008,2026-08-19
lot_00317,LOT-0009,not_0124,pro_0112,Pakiet 9,"1 Dwuskładnikowy szybkowiążący uniwersalny klej chirurgiczny w formie płynu, op a 5 szt. 10",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0009,2026-08-19
lot_00318,LOT-0010,not_0124,pro_0112,Pakiet 10,1 Proszek hemostatyczny pochodzenia roślinnego op a 5 szt. 5,selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0010,2026-08-19
lot_00319,LOT-0011,not_0124,pro_0112,Pakiet 11,1 Klej syntetyczny szt. 40 2 Aplikator służący do rozpylania kleju syntetycznego przy uzyciu sprężonego powietrza do chirurgii otwartej. Kompatybilny z klejem szt. 30 użyczenie urządzenia do podawania kleju.,selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0011,2026-08-19
lot_00320,LOT-0012,not_0124,pro_0112,Pakiet 12,1 Klipsy tytanowe S magazynek po 6 szt klipsów 6000 2 Klipsy tytanowe M magazynek po 6 szt klipsów 6000 użyczenie następującego sprzętu: klipsownice do zabiegów chirurgicznych otwartych S – 12 szt. oraz klipsownice do zabiegów chirurgicznych otwartych M – 12 szt.,selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0012,2026-08-19
lot_00321,LOT-0013,not_0124,pro_0112,Pakiet 13,"1 Jednorazowy,sterylny, dwuczęściowy licznik igieł z funkcją usuwania ostrzy, szt. 250",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0013,2026-08-19
lot_00322,LOT-0014,not_0124,pro_0112,Pakiet 14,"1 Zestaw jednorazowy do prowadzenia procedury ECMO, kompatybilny z biopompą Stockert Zestaw jednorazowy do prowadzenia procedury ECMO składający się z następujących elementów: 1) Oksygenator 2) Głowica pompy centryfugalnej 3) Pakiet drenów z możliwością sterylnego podania. szt. 24 2 Holder do oksygenatora z zestawu w poz. 1 szt. 4",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0014,2026-08-19
lot_00323,LOT-0015,not_0124,pro_0112,Pakiet 15,"Łaty naczyniowe 1 filcowe, wykonane z włókien PTFE, rozmiar 1,2 cm x 10,2 cm szt. 120 2 filcowe, wykonane z włókien PTFE, rozmiar 2,5 cm x 10,2 cm szt. 90 3 filcowe, wykonane z włókien PTFE, rozmiar 15,2 cm x 15,2 cm szt. 30 4 Daycron rozmiar 10,2 cm x 10,2 cm szt. 25",clos-nw,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0015,2026-08-19
lot_00324,LOT-0016,not_0124,pro_0112,Pakiet 16,"1 łata teflonowa, rozmiar 15,2 cm x 15.2 cm, grubość 0,61mm, przepuszczalność 1800(ml/cm2/mn) szt. 20",clos-nw,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0016,2026-08-19
lot_00325,LOT-0017,not_0124,pro_0112,Pakiet 17,1 Kaniule do ECMO szt. 10 2 Zestaw do wprowadzania kaniul szt. 10,selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0017,2026-08-19
lot_00326,LOT-0018,not_0124,pro_0112,Pakiet 18,"1 Adsorber pełnej krwi wskazany do stosowania w warunkach, w których poziomy cytokin, DAMPS i / lub Pamps i / lub bilirubiny i/lub mioglobiny są podwyższone usuwania inhibitora agregacji płytek – tikagreloru i /lub inhibitora czynnika Xa rywaroksabanu u pacjentów w nagłych stanach wymagających interwencji chirurgicznej; szt. 30 2 Adaptery do ECMO szt. 20 3 Zestaw do przepłukiwania NaCl do CPB / ECMO szt. 30 4 Adaptery do CPB szt. 20 5 Adaptery do CRRT szt. 30 6 Zestaw do przepłukiwania NaCl do CRRT szt. 30",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0018,2026-08-19
lot_00327,LOT-0019,not_0124,pro_0112,Pakiet 19,"1 Proteza naczyniowa z zastawką aortalną konduit, szt. 30",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0019,2026-08-19
lot_00328,LOT-0020,not_0124,pro_0112,Pakiet 20,"1 Cewnik do embolektomii w rozmiarze 3,4,5 Fr szt. 30",selec-w,,,cat_0108,src_ted_opendata,file_ted_0124,lot:LOT-0020,2026-08-19
lot_00329,LOT-0001,not_0125,pro_0113,I. csoportba sorolt berendezések karbantartása,"Az 1. rész teljes elnevezése: ""I. csoportba sorolt berendezések karbantartása"". A Semmelweis Egyetem szervezeti egységeiben üzemben tartott beépített tűzjelző és tűzoltó rendszerek karbantartása, felülvizsgálata és hibaelhárítása a vonatkozó jogszabályok, szabványok, előírások alapján. A szerződés a keretösszeg kimerüléséig (mely az 1. rész esetében nettó 29.874.061 Ft), de legfeljebb 36 hó időtartamra jön létre. A teljes mennyiséget ennek megfelelően a keretösszeg mértéke képezi. Ajánlatkérő a keretösszeg 70 %-ára vállal lehívási kötelezettséget. - 1. rész (I. csoport): Tűzjelző központ: 8 db Siemens típusú , optikai füstérzékelő: 2062 db, kombinált érzékelő: 2 db, hősebesség-érzékelő száma: 72 db, kézi jelzésadó: 211 db, sziréna: 158 db Elvégzendő feladatok: - félévente rendszeres felülvizsgálat és karbantartás, - évente rendszeres felülvizsgálat és karbantartás, - rendkívüli felülvizsgálat és karbantartás, - tűzeset utáni felülvizsgálat és karbantartás - téves riasztás utáni felülvizsgálat és karbantartás - tűzjelző, és tűzoltó rendszer üzemeltetési napló rá vonatkozó részének megfelelő vezetése, - kezelők oktatása az éves és a féléves karbantartás alkalmával, - hiba és üzemzavar elhárítás Nyertes ajánlattevőnek vállalnia kell, hogy 0-24 órás, folyamatosan rendelkezésre álló és elérhető diszpécser szolgálatot/ügyeletet tart fenn a hiba- és üzemzavar elhárításokat érintő bejelentések fogadására és azonnali intézkedések megtételére, melyről az Ajánlatkérő bejelentéseket nyilvántartó rendszerén keresztül értesül. A Semmelweis Egyetem ticketing rendszerének használata kötelező, mivel a bejelentések kezelése ebben a rendszerben történik, a rendszerhez a Szolgáltató egyeztetett hozzáférési jogosultságokkal fog rendelkezni. A rendszer megismerése és felhasználói szintű használata Szolgáltató erre jogosult képviselőinek kötelező. Felelősségbiztosítás : Ajánlatkérő előírja, hogy nyertes ajánlattevő köteles – legkésőbb a szerződéskötés időpontjára – szolgáltatási tevékenységének hibáiból, hiányosságaiból származtatható károk ellentételezésére tűzjelző és tűzoltó rendszerek karbantartása, felülvizsgálata és hibaelhárítása tárgyú szakmai felelősségbiztosítást kötni, vagy meglévő biztosítását kiterjeszteni minimum 10.000.000 Ft/év összeghatárig. A felelősségbiztosítási részben a kártérítési összeghatár minimum 2.500.000 Ft/káresemény. Ajánlattevőnek ajánlatában nyilatkoznia kell a felelősségbiztosítási szerződés megkötéséről, vagy meglévő felelősségbiztosítása kiterjesztéséről. A BT-539, BT-540, BT-541, BT-542-es pontok kiegészítése: Ajánlatkérő a felhívás BT-539, BT-540, BT-541, BT-542-es pontokban meghatározott értékelési szempontokat a Kbt. 76. § (2) bekezdés c) pontjára tekintettel határozta meg: legjobb ár-érték arányt megjelenítő értékelési szempontok kerülnek alkalmazásra. Az értékelés során adható pontszám alsó és felső határának megadása: 0-10 pont. A Kbt. 76. § (9) bekezdés a) pontja szerinti adatokat az Ajánlati Felhívás BT-541 pontja tartalmazza. A Kbt. 76. § (9) bekezdés c)-d) pontja szerinti értékelés során adható pontszám alsó és felső határa, valamint a ponthatárok közötti pontszámok kiszámítási módszere a következő: Minőségi kritérium: 0 vagy 10 pontszám a pontkiosztás módszerével; Ár: 0-10 közötti pontszám a fordított arányosítás módszerével. 1. Nettó ajánlati ár értékelési szempont alszempontjai : 1/I. Időszakos felülvizsgálat (féléves) és karbantartás díja az I. csoportba sorolt berendezések tekintetében együttesen (nettó Ft) / Súlyszám: 30 1/II. Időszakos felülvizsgálat (éves) és karbantartás díja az I. csoportba sorolt berendezések tekintetében együttesen (nettó Ft) / Súlyszám: 30 1/III. Eseti hibajavítás és felülvizsgálat rezsióradíja munkaidőben (Ft/óra) / Súlyszám: 20 1/IV. Eseti hibajavítás és felülvizsgálat rezsióradíja munkaidőn túl (Ft/óra) / Súlyszám: 10",selec-w,29874061.00,HUF,cat_0005,src_ted_opendata,file_ted_0125,lot:LOT-0001,2026-08-19
